"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",11474,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",8296,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2020","2020",7738,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2021","2021",8598,"D","Difference in methodology"
"CHE","Switzerland","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",25.218,"D","Difference in methodology"
"CHE","Switzerland","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",25.827,"D","Difference in methodology"
"CHE","Switzerland","SFTN","% of foreign-trained nurses","TOT","Total","2016","2016",25.897,"D","Difference in methodology"
"CHE","Switzerland","SFTN","% of foreign-trained nurses","TOT","Total","2017","2017",25.918,"D","Difference in methodology"
"CHE","Switzerland","SFTN","% of foreign-trained nurses","TOT","Total","2018","2018",24.989,"D","Difference in methodology"
"CHE","Switzerland","SFTN","% of foreign-trained nurses","TOT","Total","2019","2019",25.871,"D","Difference in methodology"
"CHE","Switzerland","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",26.019,"D","Difference in methodology"
"CHE","Switzerland","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",25.554,"D","Difference in methodology"
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2014","2014",172721,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2015","2015",166324,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2016","2016",168801,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2017","2017",171527,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2018","2018",174845,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2019","2019",191326,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2020","2020",199415,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2021","2021",207596,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",117968,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",110383,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",113530,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",115005,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",115508,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",123337,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2020","2020",127038,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2021","2021",129682,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",49160,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",45732,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",47905,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",49164,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",51115,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",58053,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",61341,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",66211,,
"GBR","United Kingdom","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2019","2019",789,,
"GBR","United Kingdom","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2021","2021",816,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",5600,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",10254,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",7395,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",7397,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",8260,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",9952,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2020","2020",11049,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2021","2021",11715,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",28.46,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",27.496,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",28.38,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",28.663,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",29.23,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",30.34,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",30.76,,
"GBR","United Kingdom","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",31.89,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",5939,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",4980,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",5649,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",6331,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",8170,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",11020,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",9780,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",12609,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2014","2014",644473,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2015","2015",650743,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2016","2016",650638,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2017","2017",647678,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2018","2018",652651,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2019","2019",660213,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2020","2020",678040,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2021","2021",692800,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",555303,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",553850,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",547734,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",546722,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",550016,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",553453,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",561514,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2021","2021",563555,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",82060,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",90157,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",96687,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",95194,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",97222,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",101510,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2020","2020",111138,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2021","2021",124036,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",7110,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",6736,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",6217,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",5762,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",5413,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",5250,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2020","2020",5388,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2021","2021",5209,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",12.73,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",13.85,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2016","2016",14.86,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2017","2017",14.7,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2018","2018",14.9,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2019","2019",15.38,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",16.39,,
"GBR","United Kingdom","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",17.9,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",7412,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",10688,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",10399,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",3447,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",6009,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",10791,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",9670,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",15224,,
"AUT","Austria","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2014","2014",230,,
"AUT","Austria","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2015","2015",215,,
"AUT","Austria","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2016","2016",360,,
"AUT","Austria","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2017","2017",381,,
"AUT","Austria","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2018","2018",399,,
"AUT","Austria","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2019","2019",434,,
"AUT","Austria","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2020","2020",452,,
"AUT","Austria","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2021","2021",503,,
"FRA","France","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2014","2014",575,,
"FRA","France","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2015","2015",591,,
"FRA","France","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2016","2016",615,,
"FRA","France","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2017","2017",647,,
"FRA","France","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2018","2018",658,,
"FRA","France","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2019","2019",697,,
"FRA","France","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2020","2020",753,,
"FRA","France","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2021","2021",803,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",0,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",0,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",0,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",0,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",0,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",0,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2020","2020",0,,
"NLD","Netherlands","UUUN","Unknown place of training (nurses)","TOT","Total","2021","2021",0,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",1304,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",1281,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",1325,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",1505,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",1116,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",1068,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",1114,,
"NOR","Norway","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",1083,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",2196,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",1790,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",1288,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",1367,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",1195,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",1283,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",1236,,
"NOR","Norway","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",1418,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2014","2014",63906,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2015","2015",63866,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2016","2016",65972,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2017","2017",65240,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2018","2018",65513,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2019","2019",66058,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2020","2020",66187,,
"GRC","Greece","TNBD","Total number of doctors","TOT","Total","2021","2021",66504,,
"GRC","Greece","TNBN","Total number of nurses","TOT","Total","2014","2014",17595,,
"GRC","Greece","TNBN","Total number of nurses","TOT","Total","2015","2015",17770,,
"GRC","Greece","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",17146,,
"GRC","Greece","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",17319,,
"GRC","Greece","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",449,,
"GRC","Greece","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",451,,
"GRC","Greece","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2014","2014",415,,
"GRC","Greece","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2015","2015",416,,
"GRC","Greece","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",2.552,,
"GRC","Greece","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",2.538,,
"GRC","Greece","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",3,,
"GRC","Greece","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",1,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",2123,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",2183,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",2355,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",2268,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",2003,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",1875,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",1910,,
"CHE","Switzerland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",1810,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",2472,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",2492,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",2294,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",2231,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",2123,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",2034,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",2367,,
"CHE","Switzerland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",2205,,
"HUN","Hungary","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2015","2015",391,,
"HUN","Hungary","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2016","2016",397,,
"HUN","Hungary","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2017","2017",400,,
"HUN","Hungary","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2018","2018",400,,
"HUN","Hungary","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2019","2019",411,,
"HUN","Hungary","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2020","2020",305,"B","Break"
"HUN","Hungary","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2021","2021",303,,
"HUN","Hungary","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2015","2015",18,,
"HUN","Hungary","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2016","2016",13,,
"HUN","Hungary","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2017","2017",17,,
"HUN","Hungary","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2018","2018",17,,
"HUN","Hungary","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2019","2019",17,,
"HUN","Hungary","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2020","2020",22,,
"HUN","Hungary","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2021","2021",30,,
"NLD","Netherlands","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2014","2014",443,,
"NLD","Netherlands","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2015","2015",522,,
"NLD","Netherlands","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2016","2016",483,,
"NLD","Netherlands","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2017","2017",585,,
"NLD","Netherlands","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2018","2018",686,,
"NLD","Netherlands","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2019","2019",974,,
"NLD","Netherlands","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2020","2020",782,,
"NLD","Netherlands","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2021","2021",791,,
"NLD","Netherlands","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2014","2014",47,,
"NLD","Netherlands","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2015","2015",261,,
"NLD","Netherlands","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2016","2016",249,,
"NLD","Netherlands","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2017","2017",492,,
"NLD","Netherlands","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2018","2018",524,,
"NLD","Netherlands","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2019","2019",785,,
"NLD","Netherlands","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2020","2020",586,,
"NLD","Netherlands","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2021","2021",638,,
"POL","Poland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",14,,
"POL","Poland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",21,,
"POL","Poland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",15,,
"POL","Poland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",31,,
"POL","Poland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",53,,
"POL","Poland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",16,,
"POL","Poland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",175,,
"ISL","Iceland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",22,,
"ISL","Iceland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",65,,
"ISL","Iceland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",76,,
"ISL","Iceland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",53,,
"ISL","Iceland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",35,,
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2014","2014",1486,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2015","2015",1389,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2016","2016",1381,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2017","2017",1387,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2018","2018",1520,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2019","2019",1823,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2020","2020",1846,"D","Difference in methodology"
"CHE","Switzerland","NFTN","of which native-born but foreign-trained (nurses)","TOT","Total","2021","2021",1967,"D","Difference in methodology"
"ISL","Iceland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",33,,
"ISL","Iceland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",43,,
"ISL","Iceland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",61,,
"ISL","Iceland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",67,,
"ISL","Iceland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",53,,
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",7889,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",7754,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",7728,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",8367,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",9969,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",11332,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",12685,"D","Difference in methodology"
"GRC","Greece","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",12523,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2014","2014",7577,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2015","2015",7423,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2016","2016",7402,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2017","2017",7832,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2018","2018",7673,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2019","2019",7715,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2020","2020",8424,"D","Difference in methodology"
"GRC","Greece","NFTD","of which native-born but foreign-trained (doctors)","TOT","Total","2021","2021",9446,"D","Difference in methodology"
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",78,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",79,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",98,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",161,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",208,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",459,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",691,,
"GRC","Greece","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",662,,
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",29032,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",28685,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",30668,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",33626,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",32470,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",31466,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2020","2020",31938,"D","Difference in methodology"
"GRC","Greece","DTRD","Domestically-trained doctors","TOT","Total","2021","2021",25039,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",454,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",433,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",431,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",432,"D","Difference in methodology"
"GRC","Greece","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",422,"D","Difference in methodology"
